procedure_code,description,procedure_group
47379,"Laparoscope procedure, liver",Surgery
47380,Open ablate liver tumor rf,Surgery
47381,Open ablate liver tumor cryo,Surgery
47382,Percut ablate liver rf,Surgery
47399,Liver surgery procedure,Surgery
47400,Incision of liver duct,Surgery
47420,Incision of bile duct,Surgery
47425,Incision of bile duct,Surgery
47460,Incise bile duct sphincter,Surgery
47480,Incision of gallbladder,Surgery
47490,Incision of gallbladder,Surgery
47500,Injection for liver x-rays,Surgery
47505,Injection for liver x-rays,Surgery
47510,"Insert catheter, bile duct",Surgery
47511,Insert bile duct drain,Surgery
47525,Change bile duct catheter,Surgery
47530,Revise/reinsert bile tube,Surgery
47550,Bile duct endoscopy add-on,Surgery
47552,Biliary endoscopy thru skin,Surgery
47553,Biliary endoscopy thru skin,Surgery
47554,Biliary endoscopy thru skin,Surgery
47555,Biliary endoscopy thru skin,Surgery
47556,Biliary endoscopy thru skin,Surgery
47560,Laparoscopy w/cholangio,Surgery
47561,Laparo w/cholangio/biopsy,Surgery
47562,Laparoscopic cholecystectomy,Surgery
47563,Laparo cholecystectomy/graph,Surgery
47564,Laparo cholecystectomy/explr,Surgery
47570,Laparo cholecystoenterostomy,Surgery
47579,"Laparoscope proc, biliary",Surgery
47600,Removal of gallbladder,Surgery
47605,Removal of gallbladder,Surgery
47610,Removal of gallbladder,Surgery
47612,Removal of gallbladder,Surgery
47620,Removal of gallbladder,Surgery
47630,Remove bile duct stone,Surgery
47700,Exploration of bile ducts,Surgery
47701,Bile duct revision,Surgery
47711,Excision of bile duct tumor,Surgery
47712,Excision of bile duct tumor,Surgery
47715,Excision of bile duct cyst,Surgery
47716,Fusion of bile duct cyst,Surgery
47720,Fuse gallbladder & bowel,Surgery
47721,Fuse upper gi structures,Surgery
47740,Fuse gallbladder & bowel,Surgery
47741,Fuse gallbladder & bowel,Surgery
47760,Fuse bile ducts and bowel,Surgery
47765,Fuse liver ducts & bowel,Surgery
47780,Fuse bile ducts and bowel,Surgery
47785,Fuse bile ducts and bowel,Surgery
47800,Reconstruction of bile ducts,Surgery
47801,"Placement, bile duct support",Surgery
47802,Fuse liver duct & intestine,Surgery
47900,Suture bile duct injury,Surgery
47999,Bile tract surgery procedure,Surgery
48000,Drainage of abdomen,Surgery
48001,"Placement of drain, pancreas",Surgery
48005,Resect/debride pancreas,Surgery
48020,Removal of pancreatic stone,Surgery
48100,"Biopsy of pancreas, open",Surgery
48102,"Needle biopsy, pancreas",Surgery
48120,Removal of pancreas lesion,Surgery
48140,Partial removal of pancreas,Surgery
48145,Partial removal of pancreas,Surgery
48146,Pancreatectomy,Surgery
48148,Removal of pancreatic duct,Surgery
48150,Partial removal of pancreas,Surgery
48152,Pancreatectomy,Surgery
48153,Pancreatectomy,Surgery
48154,Pancreatectomy,Surgery
48155,Removal of pancreas,Surgery
48160,Pancreas removal/transplant,Surgery
48180,Fuse pancreas and bowel,Surgery
48400,"Injection, intraop add-on",Surgery
48500,Surgery of pancreatic cyst,Surgery
48510,Drain pancreatic pseudocyst,Surgery
48511,Drain pancreatic pseudocyst,Surgery
48520,Fuse pancreas cyst and bowel,Surgery
48540,Fuse pancreas cyst and bowel,Surgery
48545,Pancreatorrhaphy,Surgery
48547,Duodenal exclusion,Surgery
48550,Donor pancreatectomy,Surgery
48551,Prep donor pancreas,Surgery
48552,Prep donor pancreas/venous,Surgery
48554,Transpl allograft pancreas,Surgery
48556,"Removal, allograft pancreas",Surgery
48999,Pancreas surgery procedure,Surgery
49000,Exploration of abdomen,Surgery
49002,Reopening of abdomen,Surgery
49010,Exploration behind abdomen,Surgery
49020,Drain abdominal abscess,Surgery
49021,Drain abdominal abscess,Surgery
49040,"Drain, open, abdom abscess",Surgery
49041,"Drain, percut, abdom abscess",Surgery
49060,"Drain, open, retrop abscess",Surgery
49061,"Drain, percut, retroper absc",Surgery
49062,Drain to peritoneal cavity,Surgery
49080,"Puncture, peritoneal cavity",Surgery
49081,Removal of abdominal fluid,Surgery
49085,Remove abdomen foreign body,Surgery
49180,"Biopsy, abdominal mass",Surgery
49200,Removal of abdominal lesion,Surgery
49201,"Remove abdom lesion, complex",Surgery
49215,Excise sacral spine tumor,Surgery
49220,"Multiple surgery, abdomen",Surgery
49250,Excision of umbilicus,Surgery
49255,Removal of omentum,Surgery
49320,Diag laparo separate proc,Surgery
49321,"Laparoscopy, biopsy",Surgery
49322,"Laparoscopy, aspiration",Surgery
49323,Laparo drain lymphocele,Surgery
49329,"Laparo proc, abdm/per/oment",Surgery
49400,Air injection into abdomen,Surgery
49419,Insrt abdom cath for chemotx,Surgery
49420,"Insert abdom drain, temp",Surgery
49421,"Insert abdom drain, perm",Surgery
49422,Remove perm cannula/catheter,Surgery
49423,Exchange drainage catheter,Surgery
49424,"Assess cyst, contrast inject",Surgery
49425,Insert abdomen-venous drain,Surgery
49426,Revise abdomen-venous shunt,Surgery
49427,"Injection, abdominal shunt",Surgery
49428,Ligation of shunt,Surgery
49429,Removal of shunt,Surgery
49491,Rpr hern preemie reduc,Surgery
49492,"Rpr ing hern premie, blocked",Surgery
49495,"Rpr ing hernia baby, reduc",Surgery
49496,"Rpr ing hernia baby, blocked",Surgery
49500,"Rpr ing hernia, init, reduce",Surgery
49501,"Rpr ing hernia, init blocked",Surgery
49505,Prp i/hern init reduc >5 yr,Surgery
49507,Prp i/hern init block >5 yr,Surgery
49520,"Rerepair ing hernia, reduce",Surgery
49521,"Rerepair ing hernia, blocked",Surgery
49525,"Repair ing hernia, sliding",Surgery
49540,Repair lumbar hernia,Surgery
49550,"Rpr rem hernia, init, reduce",Surgery
49553,"Rpr fem hernia, init blocked",Surgery
49555,"Rerepair fem hernia, reduce",Surgery
49557,"Rerepair fem hernia, blocked",Surgery
49560,"Rpr ventral hern init, reduc",Surgery
49561,"Rpr ventral hern init, block",Surgery
49565,"Rerepair ventrl hern, reduce",Surgery
49566,"Rerepair ventrl hern, block",Surgery
49568,Hernia repair w/mesh,Surgery
49570,"Rpr epigastric hern, reduce",Surgery
49572,"Rpr epigastric hern, blocked",Surgery
49580,"Rpr umbil hern, reduc < 5 yr",Surgery
49582,"Rpr umbil hern, block < 5 yr",Surgery
49585,"Rpr umbil hern, reduc > 5 yr",Surgery
49587,"Rpr umbil hern, block > 5 yr",Surgery
49590,Repair spigelian hernia,Surgery
49600,Repair umbilical lesion,Surgery
49605,Repair umbilical lesion,Surgery
49606,Repair umbilical lesion,Surgery
49610,Repair umbilical lesion,Surgery
49611,Repair umbilical lesion,Surgery
49650,Laparo hernia repair initial,Surgery
49651,Laparo hernia repair recur,Surgery
49659,"Laparo proc, hernia repair",Surgery
49900,Repair of abdominal wall,Surgery
49904,"Omental flap, extra-abdom",Surgery
49905,"Omental flap, intra-abdom",Surgery
49906,"Free omental flap, microvasc",Surgery
49999,Abdomen surgery procedure,Surgery
50010,Exploration of kidney,Surgery
50020,"Renal abscess, open drain",Surgery
50021,"Renal abscess, percut drain",Surgery
50040,Drainage of kidney,Surgery
50045,Exploration of kidney,Surgery
50060,Removal of kidney stone,Surgery
50065,Incision of kidney,Surgery
50070,Incision of kidney,Surgery
50075,Removal of kidney stone,Surgery
50080,Removal of kidney stone,Surgery
50081,Removal of kidney stone,Surgery
50100,Revise kidney blood vessels,Surgery
50120,Exploration of kidney,Surgery
50125,Explore and drain kidney,Surgery
50130,Removal of kidney stone,Surgery
50135,Exploration of kidney,Surgery
50200,Biopsy of kidney,Surgery
50205,Biopsy of kidney,Surgery
50220,"Remove kidney, open",Surgery
50225,"Removal kidney open, complex",Surgery
50230,"Removal kidney open, radical",Surgery
50234,Removal of kidney & ureter,Surgery
50236,Removal of kidney & ureter,Surgery
50240,Partial removal of kidney,Surgery
50280,Removal of kidney lesion,Surgery
50290,Removal of kidney lesion,Surgery
50300,Remove cadaver donor kidney,Surgery
50320,"Remove kidney, living donor",Surgery
50323,Prep cadaver renal allograft,Surgery
50325,Prep donor renal graft,Surgery
50327,Prep renal graft/venous,Surgery
50328,Prep renal graft/arterial,Surgery
50329,Prep renal graft/ureteral,Surgery
50340,Removal of kidney,Surgery
50360,Transplantation of kidney,Surgery
50365,Transplantation of kidney,Surgery
50370,Remove transplanted kidney,Surgery
50380,Reimplantation of kidney,Surgery
50390,Drainage of kidney lesion,Surgery
50391,Instll rx agnt into rnal tub,Surgery
50392,Insert kidney drain,Surgery
50393,Insert ureteral tube,Surgery
50394,Injection for kidney x-ray,Surgery
50395,Create passage to kidney,Surgery
50396,Measure kidney pressure,Surgery
50398,Change kidney tube,Surgery
50400,Revision of kidney/ureter,Surgery
50405,Revision of kidney/ureter,Surgery
50500,Repair of kidney wound,Surgery
50520,Close kidney-skin fistula,Surgery
50525,Repair renal-abdomen fistula,Surgery
50526,Repair renal-abdomen fistula,Surgery
50540,Revision of horseshoe kidney,Surgery
50541,Laparo ablate renal cyst,Surgery
50542,Laparo ablate renal mass,Surgery
50543,Laparo partial nephrectomy,Surgery
50544,"Laparoscopy, pyeloplasty",Surgery
50545,Laparo radical nephrectomy,Surgery
50546,Laparoscopic nephrectomy,Surgery
50547,Laparo removal donor kidney,Surgery
50548,Laparo remove w/ureter,Surgery
50549,"Laparoscope proc, renal",Surgery
50551,Kidney endoscopy,Surgery
50553,Kidney endoscopy,Surgery
50555,Kidney endoscopy & biopsy,Surgery
50557,Kidney endoscopy & treatment,Surgery
50561,Kidney endoscopy & treatment,Surgery
50562,Renal scope w/tumor resect,Surgery
50570,Kidney endoscopy,Surgery
50572,Kidney endoscopy,Surgery
50574,Kidney endoscopy & biopsy,Surgery
50575,Kidney endoscopy,Surgery
50576,Kidney endoscopy & treatment,Surgery
50580,Kidney endoscopy & treatment,Surgery
50590,Fragmenting of kidney stone,Surgery
50600,Exploration of ureter,Surgery
50605,Insert ureteral support,Surgery
50610,Removal of ureter stone,Surgery
50620,Removal of ureter stone,Surgery
50630,Removal of ureter stone,Surgery
50650,Removal of ureter,Surgery
50660,Removal of ureter,Surgery
50684,Injection for ureter x-ray,Surgery
50686,Measure ureter pressure,Surgery
50688,Change of ureter tube,Surgery
50690,Injection for ureter x-ray,Surgery
50700,Revision of ureter,Surgery
50715,Release of ureter,Surgery
50722,Release of ureter,Surgery
50725,Release/revise ureter,Surgery
50727,Revise ureter,Surgery
50728,Revise ureter,Surgery
50740,Fusion of ureter & kidney,Surgery
50750,Fusion of ureter & kidney,Surgery
50760,Fusion of ureters,Surgery
50770,Splicing of ureters,Surgery
50780,Reimplant ureter in bladder,Surgery
50782,Reimplant ureter in bladder,Surgery
50783,Reimplant ureter in bladder,Surgery
50785,Reimplant ureter in bladder,Surgery
50800,Implant ureter in bowel,Surgery
50810,Fusion of ureter & bowel,Surgery
50815,Urine shunt to intestine,Surgery
50820,Construct bowel bladder,Surgery
50825,Construct bowel bladder,Surgery
50830,Revise urine flow,Surgery
50840,Replace ureter by bowel,Surgery
50845,Appendico-vesicostomy,Surgery
50860,Transplant ureter to skin,Surgery
50900,Repair of ureter,Surgery
50920,Closure ureter/skin fistula,Surgery
50930,Closure ureter/bowel fistula,Surgery
50940,Release of ureter,Surgery
50945,Laparoscopy ureterolithotomy,Surgery
50947,Laparo new ureter/bladder,Surgery
50948,Laparo new ureter/bladder,Surgery
50949,"Laparoscope proc, ureter",Surgery
50951,Endoscopy of ureter,Surgery
50953,Endoscopy of ureter,Surgery
50955,Ureter endoscopy & biopsy,Surgery
50957,Ureter endoscopy & treatment,Surgery
50961,Ureter endoscopy & treatment,Surgery
50970,Ureter endoscopy,Surgery
50972,Ureter endoscopy & catheter,Surgery
50974,Ureter endoscopy & biopsy,Surgery
50976,Ureter endoscopy & treatment,Surgery
50980,Ureter endoscopy & treatment,Surgery
51000,Drainage of bladder,Surgery
51005,Drainage of bladder,Surgery
51010,Drainage of bladder,Surgery
51020,Incise & treat bladder,Surgery
51030,Incise & treat bladder,Surgery
51040,Incise & drain bladder,Surgery
51045,Incise bladder/drain ureter,Surgery
51050,Removal of bladder stone,Surgery
51060,Removal of ureter stone,Surgery
51065,Remove ureter calculus,Surgery
51080,Drainage of bladder abscess,Surgery
51500,Removal of bladder cyst,Surgery
51520,Removal of bladder lesion,Surgery
51525,Removal of bladder lesion,Surgery
51530,Removal of bladder lesion,Surgery
51535,Repair of ureter lesion,Surgery
51550,Partial removal of bladder,Surgery
51555,Partial removal of bladder,Surgery
51565,Revise bladder & ureter(s),Surgery
51570,Removal of bladder,Surgery
51575,Removal of bladder & nodes,Surgery
51580,Remove bladder/revise tract,Surgery
51585,Removal of bladder & nodes,Surgery
51590,Remove bladder/revise tract,Surgery
51595,Remove bladder/revise tract,Surgery
51596,Remove bladder/create pouch,Surgery
51597,Removal of pelvic structures,Surgery
51600,Injection for bladder x-ray,Surgery
51605,Preparation for bladder xray,Surgery
51610,Injection for bladder x-ray,Surgery
51700,Irrigation of bladder,Surgery
51701,Insert bladder catheter,Surgery
51702,Insert temp bladder cath,Surgery
51703,"Insert bladder cath, complex",Surgery
51705,Change of bladder tube,Surgery
51710,Change of bladder tube,Surgery
51715,Endoscopic injection/implant,Surgery
51720,Treatment of bladder lesion,Surgery
51725,Simple cystometrogram,Surgery
51726,Complex cystometrogram,Surgery
51736,Urine flow measurement,Surgery
51741,"Electro-uroflowmetry, first",Surgery
51772,Urethra pressure profile,Surgery
51784,Anal/urinary muscle study,Surgery
51785,Anal/urinary muscle study,Surgery
51792,Urinary reflex study,Surgery
51795,Urine voiding pressure study,Surgery
51797,Intraabdominal pressure test,Surgery
51798,Us urine capacity measure,Surgery
51800,Revision of bladder/urethra,Surgery
51820,Revision of urinary tract,Surgery
51840,Attach bladder/urethra,Surgery
51841,Attach bladder/urethra,Surgery
51845,Repair bladder neck,Surgery
51860,Repair of bladder wound,Surgery
51865,Repair of bladder wound,Surgery
51880,Repair of bladder opening,Surgery
51900,Repair bladder/vagina lesion,Surgery
51920,Close bladder-uterus fistula,Surgery
51925,Hysterectomy/bladder repair,Surgery
51940,Correction of bladder defect,Surgery
51960,Revision of bladder & bowel,Surgery
51980,Construct bladder opening,Surgery
51990,Laparo urethral suspension,Surgery
51992,Laparo sling operation,Surgery
52000,Cystoscopy,Surgery
52001,"Cystoscopy, removal of clots",Surgery
52005,Cystoscopy & ureter catheter,Surgery
52007,Cystoscopy and biopsy,Surgery
52010,Cystoscopy & duct catheter,Surgery
52204,Cystoscopy,Surgery
52214,Cystoscopy and treatment,Surgery
52224,Cystoscopy and treatment,Surgery
52234,Cystoscopy and treatment,Surgery
52235,Cystoscopy and treatment,Surgery
52240,Cystoscopy and treatment,Surgery
52250,Cystoscopy and radiotracer,Surgery
52260,Cystoscopy and treatment,Surgery
52265,Cystoscopy and treatment,Surgery
52270,Cystoscopy & revise urethra,Surgery
52275,Cystoscopy & revise urethra,Surgery
52276,Cystoscopy and treatment,Surgery
52277,Cystoscopy and treatment,Surgery
52281,Cystoscopy and treatment,Surgery
52282,"Cystoscopy, implant stent",Surgery
52283,Cystoscopy and treatment,Surgery
52285,Cystoscopy and treatment,Surgery
52290,Cystoscopy and treatment,Surgery
52300,Cystoscopy and treatment,Surgery
52301,Cystoscopy and treatment,Surgery
52305,Cystoscopy and treatment,Surgery
52310,Cystoscopy and treatment,Surgery
52315,Cystoscopy and treatment,Surgery
52317,Remove bladder stone,Surgery
52318,Remove bladder stone,Surgery
52320,Cystoscopy and treatment,Surgery
52325,"Cystoscopy, stone removal",Surgery
52327,"Cystoscopy, inject material",Surgery
52330,Cystoscopy and treatment,Surgery
52332,Cystoscopy and treatment,Surgery
52334,Create passage to kidney,Surgery
52341,Cysto w/ureter stricture tx,Surgery
52342,Cysto w/up stricture tx,Surgery
52343,Cysto w/renal stricture tx,Surgery
52344,"Cysto/uretero, stricture tx",Surgery
52345,Cysto/uretero w/up stricture,Surgery
52346,Cystouretero w/renal strict,Surgery
52351,Cystouretero & or pyeloscope,Surgery
52352,Cystouretero w/stone remove,Surgery
52353,Cystouretero w/lithotripsy,Surgery
52354,Cystouretero w/biopsy,Surgery
52355,Cystouretero w/excise tumor,Surgery
52400,Cystouretero w/congen repr,Surgery
52402,Cystourethro cut ejacul duct,Surgery
52450,Incision of prostate,Surgery
52500,Revision of bladder neck,Surgery
52510,Dilation prostatic urethra,Surgery
52601,Prostatectomy (TURP),Surgery
52606,Control postop bleeding,Surgery
52612,"Prostatectomy, first stage",Surgery
52614,"Prostatectomy, second stage",Surgery
52620,Remove residual prostate,Surgery
52630,Remove prostate regrowth,Surgery
52640,Relieve bladder contracture,Surgery
52647,Laser surgery of prostate,Surgery
52648,Laser surgery of prostate,Surgery
52700,Drainage of prostate abscess,Surgery
53000,Incision of urethra,Surgery
53010,Incision of urethra,Surgery
53020,Incision of urethra,Surgery
53025,Incision of urethra,Surgery
53040,Drainage of urethra abscess,Surgery
53060,Drainage of urethra abscess,Surgery
53080,Drainage of urinary leakage,Surgery
53085,Drainage of urinary leakage,Surgery
53200,Biopsy of urethra,Surgery
53210,Removal of urethra,Surgery
53215,Removal of urethra,Surgery
53220,Treatment of urethra lesion,Surgery
53230,Removal of urethra lesion,Surgery
53235,Removal of urethra lesion,Surgery
53240,Surgery for urethra pouch,Surgery
53250,Removal of urethra gland,Surgery
53260,Treatment of urethra lesion,Surgery
53265,Treatment of urethra lesion,Surgery
53270,Removal of urethra gland,Surgery
53275,Repair of urethra defect,Surgery
53400,"Revise urethra, stage 1",Surgery
53405,"Revise urethra, stage 2",Surgery
53410,Reconstruction of urethra,Surgery
53415,Reconstruction of urethra,Surgery
53420,"Reconstruct urethra, stage 1",Surgery
53425,"Reconstruct urethra, stage 2",Surgery
53430,Reconstruction of urethra,Surgery
53431,Reconstruct urethra/bladder,Surgery
53440,Male sling procedure,Surgery
53442,Remove/revise male sling,Surgery
53444,Insert tandem cuff,Surgery
53445,Insert uro/ves nck sphincter,Surgery
53446,Remove uro sphincter,Surgery
53447,Remove/replace ur sphincter,Surgery
53448,Remov/replc ur sphinctr comp,Surgery
53449,Repair uro sphincter,Surgery
53450,Revision of urethra,Surgery
53460,Revision of urethra,Surgery
53500,"Urethrlys, transvag w/ scope",Surgery
53502,Repair of urethra injury,Surgery
53505,Repair of urethra injury,Surgery
53510,Repair of urethra injury,Surgery
53515,Repair of urethra injury,Surgery
53520,Repair of urethra defect,Surgery
53600,Dilate urethra stricture,Surgery
53601,Dilate urethra stricture,Surgery
53605,Dilate urethra stricture,Surgery
53620,Dilate urethra stricture,Surgery
53621,Dilate urethra stricture,Surgery
53660,Dilation of urethra,Surgery
53661,Dilation of urethra,Surgery
53665,Dilation of urethra,Surgery
53850,Prostatic microwave thermotx,Surgery
53852,Prostatic rf thermotx,Surgery
53853,Prostatic water thermother,Surgery
53899,Urology surgery procedure,Surgery
54000,Slitting of prepuce,Surgery
54001,Slitting of prepuce,Surgery
54015,Drain penis lesion,Surgery
54050,"Destruction, penis lesion(s)",Surgery
54055,"Destruction, penis lesion(s)",Surgery
54056,"Cryosurgery, penis lesion(s)",Surgery
54057,"Laser surg, penis lesion(s)",Surgery
54060,Excision of penis lesion(s),Surgery
54065,"Destruction, penis lesion(s)",Surgery
54100,Biopsy of penis,Surgery
54105,Biopsy of penis,Surgery
54110,Treatment of penis lesion,Surgery
54111,"Treat penis lesion, graft",Surgery
54112,"Treat penis lesion, graft",Surgery
54115,Treatment of penis lesion,Surgery
54120,Partial removal of penis,Surgery
54125,Removal of penis,Surgery
54130,Remove penis & nodes,Surgery
54135,Remove penis & nodes,Surgery
54150,Circumcision,Surgery
54152,Circumcision,Surgery
54160,Circumcision,Surgery
54161,Circumcision,Surgery
54162,Lysis penil circumic lesion,Surgery
54163,Repair of circumcision,Surgery
54164,Frenulotomy of penis,Surgery
54200,Treatment of penis lesion,Surgery
54205,Treatment of penis lesion,Surgery
54220,Treatment of penis lesion,Surgery
54230,Prepare penis study,Surgery
54231,Dynamic cavernosometry,Surgery
54235,Penile injection,Surgery
54240,Penis study,Surgery
54250,Penis study,Surgery
54300,Revision of penis,Surgery
54304,Revision of penis,Surgery
54308,Reconstruction of urethra,Surgery
54312,Reconstruction of urethra,Surgery
54316,Reconstruction of urethra,Surgery
54318,Reconstruction of urethra,Surgery
54322,Reconstruction of urethra,Surgery
54324,Reconstruction of urethra,Surgery
54326,Reconstruction of urethra,Surgery
54328,Revise penis/urethra,Surgery
54332,Revise penis/urethra,Surgery
54336,Revise penis/urethra,Surgery
54340,Secondary urethral surgery,Surgery
54344,Secondary urethral surgery,Surgery
54348,Secondary urethral surgery,Surgery
54352,Reconstruct urethra/penis,Surgery
54360,Penis plastic surgery,Surgery
54380,Repair penis,Surgery
54385,Repair penis,Surgery
54390,Repair penis and bladder,Surgery
54400,Insert semi-rigid prosthesis,Surgery
54401,Insert self-contd prosthesis,Surgery
54405,Insert multi-comp penis pros,Surgery
54406,Remove muti-comp penis pros,Surgery
54408,Repair multi-comp penis pros,Surgery
54410,Remove/replace penis prosth,Surgery
54411,"Remov/replc penis pros, comp",Surgery
54415,Remove self-contd penis pros,Surgery
54416,Remv/repl penis contain pros,Surgery
54417,"Remv/replc penis pros, compl",Surgery
54420,Revision of penis,Surgery
54430,Revision of penis,Surgery
54435,Revision of penis,Surgery
54440,Repair of penis,Surgery
54450,Preputial stretching,Surgery
54500,Biopsy of testis,Surgery
54505,Biopsy of testis,Surgery
54512,Excise lesion testis,Surgery
54520,Removal of testis,Surgery
54522,"Orchiectomy, partial",Surgery
54530,Removal of testis,Surgery
54535,Extensive testis surgery,Surgery
54550,Exploration for testis,Surgery
54560,Exploration for testis,Surgery
54600,Reduce testis torsion,Surgery
54620,Suspension of testis,Surgery
54640,Suspension of testis,Surgery
54650,Orchiopexy (Fowler-Stephens),Surgery
54660,Revision of testis,Surgery
54670,Repair testis injury,Surgery
54680,Relocation of testis(es),Surgery
54690,"Laparoscopy, orchiectomy",Surgery
54692,"Laparoscopy, orchiopexy",Surgery
54699,"Laparoscope proc, testis",Surgery
54700,Drainage of scrotum,Surgery
54800,Biopsy of epididymis,Surgery
54820,Exploration of epididymis,Surgery
54830,Remove epididymis lesion,Surgery
54840,Remove epididymis lesion,Surgery
54860,Removal of epididymis,Surgery
54861,Removal of epididymis,Surgery
54900,Fusion of spermatic ducts,Surgery
54901,Fusion of spermatic ducts,Surgery
55000,Drainage of hydrocele,Surgery
55040,Removal of hydrocele,Surgery
55041,Removal of hydroceles,Surgery
55060,Repair of hydrocele,Surgery
55100,Drainage of scrotum abscess,Surgery
55110,Explore scrotum,Surgery
55120,Removal of scrotum lesion,Surgery
55150,Removal of scrotum,Surgery
55175,Revision of scrotum,Surgery
55180,Revision of scrotum,Surgery
55200,Incision of sperm duct,Surgery
55250,Removal of sperm duct(s),Surgery
55300,"Prepare, sperm duct x-ray",Surgery
55400,Repair of sperm duct,Surgery
55450,Ligation of sperm duct,Surgery
55500,Removal of hydrocele,Surgery
55520,Removal of sperm cord lesion,Surgery
55530,Revise spermatic cord veins,Surgery
55535,Revise spermatic cord veins,Surgery
55540,Revise hernia & sperm veins,Surgery
55550,Laparo ligate spermatic vein,Surgery
55559,"Laparo proc, spermatic cord",Surgery
55600,Incise sperm duct pouch,Surgery
55605,Incise sperm duct pouch,Surgery
55650,Remove sperm duct pouch,Surgery
55680,Remove sperm pouch lesion,Surgery
55700,Biopsy of prostate,Surgery
55705,Biopsy of prostate,Surgery
55720,Drainage of prostate abscess,Surgery
55725,Drainage of prostate abscess,Surgery
55801,Removal of prostate,Surgery
55810,Extensive prostate surgery,Surgery
55812,Extensive prostate surgery,Surgery
55815,Extensive prostate surgery,Surgery
55821,Removal of prostate,Surgery
55831,Removal of prostate,Surgery
55840,Extensive prostate surgery,Surgery
55842,Extensive prostate surgery,Surgery
55845,Extensive prostate surgery,Surgery
55859,"Percut/needle insert, pros",Surgery
55860,"Surgical exposure, prostate",Surgery
55862,Extensive prostate surgery,Surgery
55865,Extensive prostate surgery,Surgery
55866,Laparo radical prostatectomy,Surgery
55870,Electroejaculation,Surgery
55873,Cryoablate prostate,Surgery
55899,Genital surgery procedure,Surgery
55970,"Sex transformation, M to F",Surgery
55980,"Sex transformation, F to M",Surgery
56405,I & D of vulva/perineum,Surgery
56420,Drainage of gland abscess,Surgery
56440,Surgery for vulva lesion,Surgery
56441,Lysis of labial lesion(s),Surgery
56501,"Destroy, vulva lesions, sim",Surgery
56515,Destroy vulva lesion/s compl,Surgery
56605,Biopsy of vulva/perineum,Surgery
56606,Biopsy of vulva/perineum,Surgery
56620,Partial removal of vulva,Surgery
56625,Complete removal of vulva,Surgery
56630,Extensive vulva surgery,Surgery
56631,Extensive vulva surgery,Surgery
56632,Extensive vulva surgery,Surgery
56633,Extensive vulva surgery,Surgery
56634,Extensive vulva surgery,Surgery
56637,Extensive vulva surgery,Surgery
56640,Extensive vulva surgery,Surgery
56700,Partial removal of hymen,Surgery
56720,Incision of hymen,Surgery
56740,Remove vagina gland lesion,Surgery
56800,Repair of vagina,Surgery
56805,Repair clitoris,Surgery
56810,Repair of perineum,Surgery
56820,Exam of vulva w/scope,Surgery
56821,Exam/biopsy of vulva w/scope,Surgery
57000,Exploration of vagina,Surgery
57010,Drainage of pelvic abscess,Surgery
57020,Drainage of pelvic fluid,Surgery
57022,"I & d vaginal hematoma, pp",Surgery
57023,"I & d vag hematoma, non-ob",Surgery
57061,"Destroy vag lesions, simple",Surgery
57065,"Destroy vag lesions, complex",Surgery
57100,Biopsy of vagina,Surgery
57105,Biopsy of vagina,Surgery
57106,"Remove vagina wall, partial",Surgery
57107,"Remove vagina tissue, part",Surgery
57109,Vaginectomy partial w/nodes,Surgery
57110,"Remove vagina wall, complete",Surgery
57111,"Remove vagina tissue, compl",Surgery
57112,"Vaginectomy w/nodes, compl",Surgery
57120,Closure of vagina,Surgery
57130,Remove vagina lesion,Surgery
57135,Remove vagina lesion,Surgery
57150,Treat vagina infection,Surgery
57155,Insert uteri tandems/ovoids,Surgery
57160,Insert pessary/other device,Surgery
57170,Fitting of diaphragm/cap,Surgery
57180,Treat vaginal bleeding,Surgery
57200,Repair of vagina,Surgery
57210,Repair vagina/perineum,Surgery
57220,Revision of urethra,Surgery
57230,Repair of urethral lesion,Surgery
57240,Repair bladder & vagina,Surgery
57250,Repair rectum & vagina,Surgery
57260,Repair of vagina,Surgery
57265,Extensive repair of vagina,Surgery
57267,Insert mesh/pelvic flr addon,Surgery
57268,Repair of bowel bulge,Surgery
57270,Repair of bowel pouch,Surgery
57280,Suspension of vagina,Surgery
57282,"Colpopexy, extraperitoneal",Surgery
57283,"Colpopexy, intraperitoneal",Surgery
57284,Repair paravaginal defect,Surgery
57287,Revise/remove sling repair,Surgery
57288,Repair bladder defect,Surgery
57289,Repair bladder & vagina,Surgery
57291,Construction of vagina,Surgery
57292,Construct vagina with graft,Surgery
57300,Repair rectum-vagina fistula,Surgery
57305,Repair rectum-vagina fistula,Surgery
57307,Fistula repair & colostomy,Surgery
57308,"Fistula repair, transperine",Surgery
57310,Repair urethrovaginal lesion,Surgery
57311,Repair urethrovaginal lesion,Surgery
57320,Repair bladder-vagina lesion,Surgery
57330,Repair bladder-vagina lesion,Surgery
57335,Repair vagina,Surgery
57400,Dilation of vagina,Surgery
57410,Pelvic examination,Surgery
57415,Remove vaginal foreign body,Surgery
57420,Exam of vagina w/scope,Surgery
57421,Exam/biopsy of vag w/scope,Surgery
57425,"Laparoscopy, surg, colpopexy",Surgery
57452,Exam of cervix w/scope,Surgery
57454,Bx/curett of cervix w/scope,Surgery
57455,Biopsy of cervix w/scope,Surgery
57456,Endocerv curettage w/scope,Surgery
57460,"Bx of cervix w/scope, leep",Surgery
57461,"Conz of cervix w/scope, leep",Surgery
57500,Biopsy of cervix,Surgery
57505,Endocervical curettage,Surgery
57510,Cauterization of cervix,Surgery
